0.007643750000000007,24.625
35,452,41,24.625
47,452,41,24.625
56,452,41,24.625
44,501,53,24.625
30,575,22,24.625
42,575,22,24.625
64,600,30,24.625
40,624,30,24.625
35,649,42,24.625
47,649,42,24.625
56,673,34,24.625
44,698,62,24.625
59,698,62,24.625
71,698,62,24.625
30,747,45,24.625
40,747,45,24.625
27,796,39,24.625
28,796,39,24.625
39,796,39,24.625
55,796,39,24.625
58,796,39,24.625
49,821,35,24.625
34,846,44,24.625
46,846,44,24.625
42,895,58,24.625
32,944,22,24.625
37,944,22,24.625
35,1043,49,24.625
47,1043,49,24.625
32,1067,41,24.625
42,1092,57,24.625
66,1092,57,24.625
32,1117,30,24.625
39,1117,30,24.625
40,1141,60,24.625
32,1166,47,24.625
37,1166,47,24.625
25,1190,43,24.625
46,1190,43,24.625
32,1240,46,24.625
35,1240,46,24.625
47,1240,46,24.625
40,1289,54,24.625
42,1338,25,24.625
58,1338,25,24.625
17,1363,26,24.625
30,1388,26,24.625
37,1412,29,24.625
46,1412,29,24.625
34,1437,39,24.625
46,1437,39,24.625
37,1461,35,24.625
56,1461,35,24.625
46,1486,52,24.625
34,1535,38,24.625
46,1535,38,24.625
56,1535,38,24.625
51,1560,35,24.625
22,1584,37,24.625
35,1584,37,24.625
42,1584,37,24.625
46,1584,37,24.625
23,1609,31,24.625
46,1609,31,24.625
34,1634,43,24.625
35,1658,39,24.625
39,1658,39,24.625
34,1683,56,24.625
35,1782,52,24.625
39,1782,52,24.625
23,1806,46,24.625
34,1831,50,24.625
32,1905,29,24.625
42,1905,29,24.625
35,1929,49,24.625
45,1929,49,24.625
47,1929,49,24.625
37,1954,41,24.625
42,1954,41,24.625
25,1978,48,24.625
47,2003,36,24.625
35,2028,48,24.625
44,2052,44,24.625
56,2052,44,24.625
38,2077,66,24.625
50,2077,66,24.625
57,2077,66,24.625
62,2077,66,24.625
39,2102,53,24.625
51,2102,53,24.625
58,2102,53,24.625
40,2126,49,24.625
52,2126,49,24.625
64,2126,49,24.625
68,2126,49,24.625
71,2151,49,24.625
50,2176,54,24.625
52,2176,54,24.625
37,2200,50,24.625
38,2200,50,24.625
39,2200,50,24.625
47,2200,50,24.625
35,2249,52,24.625
36,2249,52,24.625
44,2249,52,24.625
35,2274,64,24.625
71,2274,64,24.625
44,2299,42,24.625
37,2323,62,24.625
56,2323,62,24.625
27,2372,57,24.625
70,2372,57,24.625
31,2397,41,24.625
34,2397,41,24.625
49,2397,41,24.625
31,2422,53,24.625
46,2422,53,24.625
42,2446,54,24.625
31,2471,53,24.625
29,2496,39,24.625
32,2545,28,24.625
42,2594,34,24.625
47,2594,34,24.625
35,2619,43,24.625
32,2643,40,24.625
42,2643,40,24.625
32,2668,58,24.625
32,2693,27,24.625
35,2693,27,24.625
47,2693,27,24.625
25,2766,47,24.625
37,2766,47,24.625
63,2766,47,24.625
47,2791,34,24.625
32,2816,54,24.625
39,2865,74,24.625
73,2865,74,24.625
40,2890,55,24.57142857142844
51,2890,55,24.57142857142844
52,2890,55,24.57142857142844
58,2890,55,24.57142857142844
59,2890,55,24.57142857142844
63,2890,55,24.57142857142844
40,2914,53,24.57142857142844
64,2914,53,24.57142857142844
68,2914,53,24.57142857142844
38,2939,46,24.57142857142844
50,2939,46,24.57142857142844
52,2939,46,24.57142857142844
39,2963,55,24.57142857142844
51,2963,55,24.57142857142844
38,2988,47,24.57142857142844
56,2988,47,24.57142857142844
34,3012,58,24.57142857142844
37,3012,58,24.57142857142844
49,3012,58,24.57142857142844
34,3061,68,24.0
35,3085,37,24.333333333333485
56,3085,37,24.333333333333485
34,3110,59,24.333333333333485
44,3110,59,24.333333333333485
46,3134,42,24.333333333333485
61,3134,42,24.333333333333485
42,3158,61,24.333333333333485
54,3158,61,24.333333333333485
34,3207,66,24.333333333333485
38,3207,66,24.333333333333485
39,3207,66,24.333333333333485
37,3231,53,24.333333333333485
38,3256,69,24.333333333333485
35,3304,53,24.28571428571422
47,3304,53,24.28571428571422
37,3329,40,24.28571428571422
39,3329,40,24.28571428571422
51,3329,40,24.28571428571422
23,3353,52,24.28571428571422
34,3377,48,24.28571428571422
38,3426,60,24.28571428571422
23,3475,30,24.625
39,3499,43,24.625
45,3499,43,24.625
25,3548,42,24.625
37,3548,42,24.625
44,3548,42,24.625
47,3573,37,24.625
35,3598,53,24.625
44,3622,45,24.625
56,3622,45,24.625
42,3647,68,24.625
54,3647,68,24.625
54,3695,52,24.0
61,3695,52,24.0
66,3695,52,24.0
70,3695,52,24.0
84,3695,52,24.0
54,3719,47,24.0
42,3743,60,24.0
70,3743,60,24.0
76,3743,60,24.0
35,3767,56,24.0
39,3767,56,24.0
47,3767,56,24.0
54,3767,56,24.0
54,3815,45,24.0
61,3839,75,24.0
56,3865,40,26.40000000000009
