0.007643750000000007,48000
66,438,478,100
64,467,507,100
66,473,513,100
63,480,520,100
62,485,525,100
62,500,540,100
60,514,554,100
59,523,563,100
58,534,574,100
61,537,577,100
56,549,589,100
55,561,601,100
54,571,611,100
52,593,633,100
52,605,645,100
51,610,650,100
50,617,657,100
47,622,662,100
61,624,664,100
50,635,675,100
47,639,679,100
52,641,681,100
48,655,695,100
47,662,702,100
49,663,703,100
46,667,707,100
52,667,707,100
58,670,710,100
46,677,717,100
44,687,727,100
56,687,727,100
61,704,744,100
54,706,746,100
42,707,747,100
41,724,764,100
51,730,770,100
61,734,774,100
39,737,777,100
40,740,780,100
52,740,780,100
51,746,786,100
39,751,791,100
50,754,794,100
38,763,803,100
71,763,803,100
36,774,814,100
42,778,818,100
54,778,818,100
51,799,839,100
36,807,847,100
40,815,855,100
52,820,860,100
50,824,864,100
38,831,871,100
71,834,874,100
37,836,876,100
52,851,891,100
54,851,891,100
42,852,892,100
41,864,904,100
36,867,907,100
51,870,910,100
59,880,920,100
40,888,928,100
36,889,929,100
51,889,929,100
50,894,934,100
38,903,943,100
37,909,949,100
54,918,958,100
42,919,959,100
41,931,971,100
52,933,973,100
36,938,978,100
51,938,978,100
59,949,989,100
52,952,992,100
51,955,995,100
40,956,996,100
36,959,999,100
50,960,1000,100
38,967,1007,100
37,974,1014,100
35,980,1020,100
31,986,1026,100
36,988,1028,100
50,989,1029,100
42,994,1034,100
38,996,1036,100
41,1006,1046,100
52,1010,1050,100
40,1013,1053,100
51,1020,1060,100
36,1027,1067,100
50,1028,1068,100
38,1034,1074,100
46,1036,1076,100
55,1043,1083,100
52,1049,1089,100
35,1051,1091,100
36,1064,1104,100
42,1069,1109,100
38,1070,1110,100
41,1084,1124,100
52,1086,1126,100
40,1091,1131,100
36,1099,1139,100
50,1100,1140,100
35,1104,1144,100
47,1104,1144,100
38,1106,1146,100
32,1113,1153,100
52,1122,1162,100
40,1128,1168,100
35,1131,1171,100
36,1136,1176,100
50,1137,1177,100
42,1139,1179,100
38,1144,1184,100
31,1151,1191,100
40,1162,1202,100
51,1164,1204,100
50,1173,1213,100
36,1174,1214,100
38,1178,1218,100
46,1179,1219,100
55,1188,1228,100
42,1192,1232,100
52,1195,1235,100
41,1201,1241,100
35,1206,1246,100
42,1216,1256,100
38,1218,1258,100
41,1220,1260,100
52,1228,1268,100
51,1240,1280,100
50,1245,1285,100
29,1249,1289,100
32,1249,1289,100
35,1249,1289,100
38,1250,1290,100
47,1251,1291,100
40,1254,1294,100
52,1266,1306,100
40,1272,1312,100
35,1275,1315,100
42,1283,1323,100
50,1284,1324,100
36,1285,1325,100
38,1290,1330,100
40,1304,1344,100
35,1307,1347,100
52,1318,1358,100
35,1324,1364,100
40,1324,1364,100
47,1325,1365,100
51,1327,1367,100
31,1328,1368,100
32,1336,1376,100
38,1341,1381,100
37,1349,1389,100
50,1356,1396,100
35,1360,1400,100
47,1360,1400,100
29,1361,1401,100
51,1362,1402,100
38,1363,1403,100
30,1365,1405,100
39,1373,1413,100
52,1373,1413,100
40,1377,1417,100
41,1387,1427,100
37,1397,1437,100
42,1398,1438,100
34,1401,1441,100
55,1409,1449,100
52,1416,1456,100
49,1417,1457,100
35,1433,1473,100
47,1434,1474,100
54,1435,1475,100
45,1437,1477,100
38,1439,1479,100
41,1449,1489,100
40,1455,1495,100
51,1462,1502,100
29,1472,1512,100
40,1475,1515,100
47,1475,1515,100
31,1477,1517,100
51,1482,1522,100
50,1489,1529,100
38,1492,1532,100
37,1500,1540,100
29,1512,1552,100
36,1512,1552,100
45,1513,1553,100
38,1514,1554,100
30,1518,1558,100
52,1522,1562,100
40,1530,1570,100
42,1547,1587,100
25,1552,1592,100
46,1552,1592,100
44,1556,1596,100
56,1557,1597,100
45,1570,1610,100
47,1585,1625,100
42,1587,1627,100
30,1592,1632,100
45,1600,1640,100
56,1614,1654,100
44,1620,1660,100
50,1621,1661,100
31,1625,1665,100
48,1636,1676,100
46,1646,1686,100
58,1651,1691,100
47,1657,1697,100
59,1659,1699,100
46,1666,1706,100
58,1667,1707,100
44,1685,1725,100
56,1687,1727,100
29,1697,1737,100
46,1698,1738,100
37,1699,1739,100
44,1702,1742,100
56,1704,1744,100
45,1714,1754,100
49,1719,1759,100
46,1722,1762,100
58,1725,1765,100
52,1732,1772,100
47,1734,1774,100
31,1737,1777,100
40,1737,1777,100
46,1745,1785,100
44,1762,1802,100
56,1762,1802,100
46,1764,1804,100
52,1773,1813,100
48,1784,1824,100
46,1797,1837,100
31,1800,1840,100
29,1806,1846,100
47,1808,1848,100
35,1812,1852,100
44,1836,1876,100
56,1838,1878,100
37,1845,1885,100
55,1846,1886,100
43,1852,1892,100
45,1863,1903,100
49,1865,1905,100
46,1872,1912,100
58,1874,1914,100
52,1880,1920,100
31,1883,1923,100
40,1885,1925,100
47,1885,1925,100
58,1895,1935,100
56,1910,1950,100
36,1917,1957,100
45,1917,1957,100
51,1918,1958,100
39,1923,1963,100
44,1929,1969,100
56,1933,1973,100
